time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration
2025-06-02,29.5,17.2,0.0,7.67
2025-06-03,29.1,15.7,0.0,7.53
2025-06-04,30.8,16.2,0.8,6.47
2025-06-05,31.0,17.2,0.7000000000000001,5.08
2025-06-06,33.4,18.0,0.0,7.15
2025-06-07,35.0,20.0,0.0,8.04
2025-06-08,32.9,18.5,0.0,8.08
2025-06-09,31.3,16.4,0.0,8.12
2025-06-10,30.3,15.1,0.0,6.73
2025-06-11,32.6,17.5,0.0,6.54
2025-06-12,32.7,18.5,0.0,6.72
2025-06-13,34.8,17.7,0.0,7.58
2025-06-14,36.0,19.7,0.0,7.3
2025-06-15,36.9,22.1,0.0,8.26
2025-06-16,35.8,21.0,0.0,8.03
2025-06-17,30.9,19.0,0.0,7.63
2025-06-18,29.0,17.7,0.30000000000000004,4.8
2025-06-19,31.1,17.6,0.9,5.24
2025-06-20,32.9,19.5,0.0,7.42
2025-06-21,33.8,19.5,0.0,6.7
2025-06-22,34.5,21.1,0.0,6.41
2025-06-23,34.8,20.6,0.0,7.55
2025-06-24,36.0,20.8,0.0,8.53
2025-06-25,37.3,21.8,0.0,7.63
2025-06-26,38.2,22.0,0.0,8.06
2025-06-27,35.0,21.0,0.0,8.53
2025-06-28,36.0,20.4,0.0,6.91
2025-06-29,36.5,23.1,0.0,7.4
2025-06-30,35.0,22.0,0.0,7.43
2025-07-01,35.6,23.1,0.0,5.8
2025-07-02,35.0,23.5,0.0,6.15
2025-07-03,36.8,22.5,0.9,6.6
2025-07-04,36.3,22.8,0.0,5.52
2025-07-05,37.2,22.1,0.0,6.55
2025-07-06,36.0,21.4,0.0,7.4799999999999995
2025-07-07,36.8,21.4,0.0,8.7
2025-07-08,31.3,19.6,0.0,7.79
2025-07-09,35.0,19.0,0.0,8.24
2025-07-10,32.5,18.0,0.0,7.48
2025-07-11,35.8,18.6,0.0,7.1
2025-07-12,35.6,19.6,0.0,6.819999999999999
2025-07-13,28.6,21.0,0.0,5.73
2025-07-14,29.8,21.0,0.0,5.9799999999999995
2025-07-15,30.3,21.9,0.0,6.45
2025-07-16,30.4,22.2,0.0,5.87
2025-07-17,30.9,22.8,0.0,6.26
2025-07-18,30.5,23.1,0.0,6.03
2025-07-19,31.9,23.4,0.0,6.56
2025-07-20,30.1,23.8,0.0,5.97
2025-07-21,30.5,23.1,0.0,5.9
2025-07-22,31.0,23.1,0.0,5.95
2025-07-23,30.5,23.1,0.0,5.62
2025-07-24,31.6,23.7,0.0,6.03
2025-07-25,31.9,23.8,0.0,6.13
2025-07-26,31.1,23.5,0.0,5.7700000000000005
2025-07-27,31.3,23.6,0.0,6.16
2025-07-28,31.1,24.0,0.0,6.53
2025-07-29,31.9,24.0,0.0,6.63
2025-07-30,33.3,24.5,0.0,6.74
2025-07-31,32.5,24.2,0.0,6.4399999999999995
2025-08-01,31.5,22.8,0.0,6.35
